Iddojogador,Nomedojogador,Iddotimerodada1,Iddotimerodada2,Iddotimerodada3,Iddotimerodada4,Iddotimerodada5,Iddotimerodada6,Iddotimerodada7,Iddotimerodada8,Iddotimerodada9,Iddotimerodada10,Iddotimerodada11,Iddotimerodada12,Iddotimerodada13,Iddotimerodada14,Iddotimerodada15,Iddotimerodada16,Iddotimerodada17,Iddotimerodada18,Iddotimerodada19,Iddotimerodada20,Iddotimerodada21,Iddotimerodada22,Iddotimerodada23,Iddotimerodada24,Iddotimerodada25,Iddotimerodada26,Iddotimerodada27,Iddotimerodada28,Iddotimerodada29,Iddotimerodada30,Iddotimerodada31,Iddotimerodada32,Iddotimerodada33,Iddotimerodada34,Iddotimerodada35,Iddotimerodada36,Iddotimerodada37,Iddotimerodada38
10332,Marcos Calazans,-1,-1,-1,-1,-1,-1,-1,-1,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10270,Ernandes,-1,-1,-1,-1,-1,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10322,Marcos Paulo,-1,-1,-1,-1,-1,-1,-1,-1,124,-1,124,124,124,124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,124,124,124,124,124,124,124,124,124,124,-1
10454,Leandro Souza,-1,-1,-1,-1,-1,-1,-1,-1,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10463,Victor,-1,-1,-1,-1,-1,-1,-1,-1,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10428,Dodô,-1,-1,-1,-1,-1,-1,-1,-1,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10126,Abner Felipe,-1,-1,-1,-1,-1,-1,-1,-1,134,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10144,Bruno Nazário,-1,-1,-1,-1,-1,-1,-1,-1,134,134,134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,134,-1,134,-1,-1,134,-1,-1,-1,-1,-1,-1,-1
10020,Jackson,-1,-1,-1,-1,-1,-1,-1,-1,118,-1,-1,-1,-1,-1,154,154,154,154,154,154,154,154,-1,154,-1,-1,-1,-1,154,-1,154,-1,-1,-1,-1,-1,-1,-1
10033,Flavio,-1,-1,-1,-1,-1,-1,-1,-1,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,-1,118,118,118,-1,-1
10530,Julinho,-1,-1,-1,-1,-1,-1,-1,-1,145,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145,145,-1,145,-1,-1,-1,-1,-1,-1,-1,-1
10233,B. Méndez,-1,-1,-1,-1,-1,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,131,131,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,-1,-1
10384,Heitor,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,-1,-1,-1,-1,-1,-1,119,119,-1,-1,119,119,119,119,119,119,119,119,-1,119,119,119,119,119,119,119,119,-1
10392,Rithely,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,119,119,119,119,119,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1065,Natanael Pimienta,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,119,119,-1,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,-1
10407,S. Tréllez,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,119,119,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9912,Juninho,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,118,118,-1,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,-1,118,118,118,118,118,-1
10025,Shaylon,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9862,Cleiton,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,1062,1062,1062,1062,1062,1062,-1,1062,1062,1062,1062,1062,-1,-1,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,1062,-1,-1
51597,L. Hernández,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,-1,-1,-1,-1,1062,-1,-1,-1,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,-1
9886,Vinícius Goes,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,1062,1062,1062,1062,-1,1062,1062,1062,-1,-1,-1,-1,1062,-1,1062,-1,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,-1
44494,R. Otero,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,1062,-1,-1,-1,1062,-1,-1,-1,-1,1062,-1,1062,-1,-1,-1,1062,1062,1062,-1,1062,1062,-1,1062,1062,-1,1062,1062,-1
70593,R. Martínez,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,1062,-1,1062,1062,-1,-1,-1,1062,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1062,-1,-1,-1,-1,-1,1062,-1
9341,Alan Costa,-1,-1,-1,-1,-1,-1,-1,-1,-1,150,150,150,150,150,150,150,150,-1,150,150,150,150,-1,-1,150,150,150,150,150,150,150,150,150,150,150,-1,150,-1
10458,Rafinha,-1,-1,-1,-1,-1,-1,-1,-1,-1,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150,150,150,150,-1
9687,Alecsandro,-1,-1,-1,-1,-1,-1,-1,-1,-1,150,-1,150,150,150,150,150,150,-1,150,150,-1,-1,-1,150,150,150,-1,-1,-1,150,-1,-1,-1,-1,-1,-1,-1,-1
115530,Weverton,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10105,David,-1,-1,-1,-1,-1,-1,-1,-1,-1,135,135,-1,-1,135,135,135,135,135,135,135,135,135,135,135,135,-1,135,135,135,135,-1,135,135,-1,135,135,-1,-1
500,Rafinha,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,127,127,127,-1,-1,127,127,127,127,127,-1,127,127,127,-1,-1,127,-1,127,127,-1,-1,127,-1,127,127,-1,-1
10307,Digão,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,-1,124,124,-1,124,124,124,124,124,124,-1,124,-1,124,-1,-1,124,124,124,124,124,124,124,124,-1,124,-1,-1
